,image_link,product_name,page_link,label,background,delete,item_no,description,style,material,type_class,color,rating
10,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-4abc98cb-140d-4f15-91c3-6afcc0ceeb74_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,1,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
11,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-d2310ff5-e2ae-49f7-9ce7-927c7d4d9fa4_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,1,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
12,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-4b15da1e-567a-4c56-ae99-852f0206a1df_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,0,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
13,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-b2bde1f9-0bcd-4f88-8268-77df274da304_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,1,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
14,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-95c7f14d-8077-47db-afb5-a16863f19f7e_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,1,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
15,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-1d509fa8-c666-44e6-973f-fd327a96250a_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,0,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
16,https://ak1.ostkcdn.com/images/products/17019627/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home-10eb89dd-17d1-4e53-b565-e5c1b0f1aa80_600.jpg,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,armchair,0,1,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
17,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-3acce289-3fa2-4fbb-9e66-f0e62faac368_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
18,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-1330eba4-e5e4-411f-b2c0-b5a1054b2d05_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
19,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-c55c26da-d5f3-4ed7-bea4-12e61ac5b25d_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
20,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-9f8e53ba-0171-4d9a-a05c-85672759c1b4_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
21,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-98f31990-c3f2-4dfc-bf85-a5d0e1ecf92a_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
22,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-8d18caee-fc51-4f8a-97a2-e47379cd3499_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
23,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-87d836f2-410c-413f-90aa-b9d45a895d59_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
24,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-bdb93c50-8f7e-43a6-9cbb-fd6beed47e24_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
25,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-b518e342-0108-4029-b0b5-7635b3ea70f2_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
26,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-a8c8d05a-94fc-4e21-b5fc-ee5f8e6e9c03_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
27,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-eb537cb9-a406-4258-945e-04436e658cb9_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
28,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-b11afcc6-9e13-4997-a9af-24db108d5332_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
29,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-f4ee4ea2-ad0a-46c8-b797-98979d4adae5_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
30,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-374ad560-19bb-4213-b008-ef25c8044faf_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
31,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-3162bafc-4abf-48c0-8b93-278ea2a40f44_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
32,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-decc6b7b-747a-47c6-a9ee-eeca12824f6e_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
33,https://ak1.ostkcdn.com/images/products/8768254/Engage-Wooden-Leg-Mid-Century-Armchair-1ddee750-94d6-4ea4-ad60-9e0437524766_600.jpg,Palm Canyon Chorro Wooden Leg Mid-century Armchair,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,armchair,0,0,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
